gene_id,gene_name,D13,D27,D33,S31,S44,S50,S52,S9
ENSMUSG00000091613,NA,0,0,0,0,0,0,1,0
ENSMUSG00000091614,Gm17657,0,0,0,0,0,0,0,0
ENSMUSG00000091615,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091617,Gm3752,0,0,0,0,0,0,0,0
ENSMUSG00000091618,H60c,9,0,0,0,0,0,0,0
ENSMUSG00000091620,Vmn2r23,0,0,0,0,0,0,0,0
ENSMUSG00000091623,NA,75,95,76,0,64.015,119,150,35.007
ENSMUSG00000091624,Vmn2r9,0,0,0,0,0,0,0,0
ENSMUSG00000091625,Lsm5,539,746,600,331,776,733.859,496,694.9999999999999
ENSMUSG00000091627,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091631,Vmn2r95,0,0,2,0,0,0,0,0
ENSMUSG00000091635,Vmn2r13,0,0,0,11,0,0,0,0
ENSMUSG00000091636,Akain1,0,0,0,0,0,0,0,0
ENSMUSG00000091638,Vmn1r113,0,0,0,0,0,0,0,0
ENSMUSG00000091639,NA,1.026,0,0,1.039,0,2.073,0,1.665
ENSMUSG00000091648,C2cd4d,0,0,0,0,0,0,0,0
ENSMUSG00000091649,Phf11b,116.89,0,36,35.001,0,53,99,157
ENSMUSG00000091650,Apol11a,13,0,111,70,0,0,15,2
ENSMUSG00000091651,Vmn2r36,0,0,0,0,0,0,0,0
ENSMUSG00000091652,Vmn1r57,0,0,0,0,0,0,0,0
ENSMUSG00000091655,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091656,Vmn2r106,0,0,0,0,0,0,0,0
ENSMUSG00000091657,Gm3072,0,0,0,0,0,0,0,0
ENSMUSG00000091659,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091661,NA,0,0,0,0,10,0,77.401,0
ENSMUSG00000091662,Vmn1r69,0,0,0,0,0,0,0,0
ENSMUSG00000091665,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091668,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091669,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091670,Vmn2r105,0,0,0,0,0,0,0,0
ENSMUSG00000091671,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091672,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091676,Gm8374,0,0,0,0,0,0,0,0
ENSMUSG00000091679,Vmn2r96,0,0,0,0,40,0,0,0
ENSMUSG00000091680,Klhdc7b,0,0,0,0,0,0,0,0
ENSMUSG00000091682,Trgc3,0,0,0,0,0,0,0,0
ENSMUSG00000091685,Gm17359,0,0,0,0,0,0,0,0
ENSMUSG00000091686,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091692,4930433I11Rik,0,0,0,0,0,0,0,0
ENSMUSG00000091694,Apol11b,30,0,732,112,17,0,24,39
ENSMUSG00000091695,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091697,NA,0,0,0,83,0,0,0,0
ENSMUSG00000091698,Gm6526,0,0,0,0,0,0,0,0
ENSMUSG00000091700,Gm7876,0,0,0,0,0,0,0,0
ENSMUSG00000091703,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091705,H2-Q2,0,0,0,157.092,27,0,0,0
ENSMUSG00000091707,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091709,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091712,Sec14l5,710,867,437,530,184,148,1712,81
ENSMUSG00000091713,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091718,Gm16506,0,0,0,0,0,0,0,0
ENSMUSG00000091721,Gimd1,0,0,0,0,0,0,0,0
ENSMUSG00000091722,Siah3,0,0,0,0,0,0,0,0
ENSMUSG00000091723,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091725,Gm8220,0,0,0,0,0,0,0,0
ENSMUSG00000091730,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091731,Gm17542,0,0,0,0,0,0,0,0
ENSMUSG00000091732,NA,0,0,0,0,0,0,0,1
ENSMUSG00000091733,Gm8094,0,0,0,0,0,0,0,0
ENSMUSG00000091734,Vmn1r29,0,0,0,0,0,0,0,0
ENSMUSG00000091735,Gpr62,0,0,0,0,0,0,0,0
ENSMUSG00000091736,Yy2,0,0,121,55,42.198,46,68,63.547
ENSMUSG00000091740,Gm7929,0,0,0,0,0,0,0,0
ENSMUSG00000091741,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091742,NA,1.003,0,0,0,0,0,0,1.005
ENSMUSG00000091743,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091745,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091749,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091752,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091754,Gm3636,11,0,0,0,0,0,0,21.767
ENSMUSG00000091756,Gm3095,0,0,0,0,0,0,0,0
ENSMUSG00000091757,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091762,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091764,Zfp964,1,0,9,0,0,2,0,9
ENSMUSG00000091768,Gm17617,0,0,0,0,0,0,0,0
ENSMUSG00000091771,Vmn2r103,0,0,0,0,0,0,0,0
ENSMUSG00000091775,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091776,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091779,Gm21293,0,0,0,0,0,0,0,0
ENSMUSG00000091780,Sco2,115.822,91,221,112,113,88,138.504,170
ENSMUSG00000091784,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091785,NA,0,1,0,0,0,0,0,0
ENSMUSG00000091786,NA,0,0,0,0,1,1,0,2.001
ENSMUSG00000091788,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091792,Gm3573,0,0,0,0,0,0,0,0
ENSMUSG00000091794,Vmn2r18,0,0,0,0,0,0,0,4
ENSMUSG00000091800,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091803,Cox16,258.438,249,334.85999999999996,270,277.048,494.999,408,369
ENSMUSG00000091805,Vmn2r108,6,0,11,0,0,0,12,1
ENSMUSG00000091806,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091808,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091809,Olfr721-ps1,0,0,0,0,0,0,0,0
ENSMUSG00000091811,Inafm1,427,484,330,359,498,102,501,287
ENSMUSG00000091812,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091813,Ces2h,0,0,0,0,0,0,0,0
ENSMUSG00000091814,Gm8050,5.115,0,6.204,0,3,0,9,0
ENSMUSG00000091815,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091816,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091817,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091818,NA,0,0,4,1.002,1,0,0,0
ENSMUSG00000091821,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091825,NA,0,0,0,0,0,0,1,0
ENSMUSG00000091827,Speer4f2,0,0,0,0,0,1,0,0
ENSMUSG00000091831,NA,10,15,0,1,0,0,0,3
ENSMUSG00000091832,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091834,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091842,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091844,Gm8251,12,35,27,34,0,0,0,7
ENSMUSG00000091845,NA,553.994,611.055,635.375,262.548,618.078,715.928,724.168,394.927
ENSMUSG00000091847,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091849,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091859,Vmn2r100,0,0,0,0,0,0,0,0
ENSMUSG00000091863,Cldn34a,0,0,0,0,0,0,0,0
ENSMUSG00000091864,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091866,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091867,Cyp2a22,0,0,0,0,0,0,0,0
ENSMUSG00000091873,Olfr732,0,0,0,0,0,0,0,0
ENSMUSG00000091874,Vmn1r56,0,0,0,0,0,0,0,0
ENSMUSG00000091876,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091879,Vmn2r17,0,0,0,0,0,0,0,0
ENSMUSG00000091881,NA,0,0,0,0,0,0,0,1
ENSMUSG00000091882,Gm6337,0,0,0,0,0,0,0,0
ENSMUSG00000091887,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091888,Vmn2r80,0,0,0,0,0,0,0,0
ENSMUSG00000091890,NA,0,0,0,0,0,0,25,0
ENSMUSG00000091894,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091896,Ube2d2a,2961.263,2248.9829999999997,2935.5740000000005,2643.068,3108.116,2524,2938.578,3119.207
ENSMUSG00000091897,Gm17019,0,0,0,0,0,0,0,0
ENSMUSG00000091898,Tnnc1,15,33,21,0,39,13,4,8
ENSMUSG00000091900,NA,0,69.051,75.365,0,0,0,98.077,0
ENSMUSG00000091902,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091903,Gm6460,0,0,0,0,0,0,0,0
ENSMUSG00000091905,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091906,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091908,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091911,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091922,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091923,Gm8267,0,0,0,0,0,0,0,0
ENSMUSG00000091924,Vmn1r185,0,0,0,0,0,0,0,0
ENSMUSG00000091926,Vmn2r62,0,0,0,0,0,0,0,0
ENSMUSG00000091929,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091930,Vmn2r52,0,0,0,0,0,27.006,0,0
ENSMUSG00000091931,Gon7,202.78,298.507,233.76799999999997,103,230.029,203.114,282.512,264.197
ENSMUSG00000091933,Gm8857,0,0,0,0,0,0,0,0
ENSMUSG00000091936,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091937,Gm3646,0,0,0,0,0,0,0,0
ENSMUSG00000091938,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091941,NA,0,0,0,0,0,0,0,2.121
ENSMUSG00000091942,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091945,Vmn2r114,19,0,1,1,2,1,0,11.036
ENSMUSG00000091947,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091950,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091952,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091955,Gm9844,0,0,0,0,0,0,0,2.916
ENSMUSG00000091956,C2cd4b,0,0,0,0,0,0,0,0
ENSMUSG00000091957,NA,101.886,123.419,127.777,542.408,261.199,153.219,127.263,205.471
ENSMUSG00000091960,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091961,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091962,Vmn2r78,0,0,0,0,0,0,0,0
ENSMUSG00000091967,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091968,NA,0,0,8,0,0,0,0,0
ENSMUSG00000091970,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091971,Hspa1a,84420.986,0,111884.931,2437.194,398.778,603.593,11970.774,91414.5
ENSMUSG00000091972,Tmem207,0,0,0,0,0,0,0,0
ENSMUSG00000091983,Olfr457,0,0,0,0,0,0,0,0
ENSMUSG00000091985,NA,0,0,0,0,0,0,0,6
ENSMUSG00000091987,Gm10352,0,0,0,0,0,0,0,0
ENSMUSG00000091989,NA,0,0,0,0,0,0,0,3.022
ENSMUSG00000091990,NA,0,0,0,0,0,0,0,0
ENSMUSG00000091993,NA,0,0,0,0,84,41,0,4
ENSMUSG00000091994,NA,27,32,28,24,50,62,13,15
ENSMUSG00000091996,BC049352,0,0,0,1,0,0,0,0
ENSMUSG00000091997,NA,38,0,13,0,0,0,0,3
ENSMUSG00000091998,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092004,Gm17482,0,0,0,0,0,0,0,0
ENSMUSG00000092006,NA,3,0,10,0,0,0,0,0
ENSMUSG00000092008,Cyp2c69,0,0,0,0,0,0,0,0
ENSMUSG00000092009,Myh15,0,0,0,0,0,0,0,0
ENSMUSG00000092014,NA,0,0,0,37,0,0,0,19
ENSMUSG00000092019,Eif1ad6,0,0,0,0,0,0,0,0
ENSMUSG00000092021,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092027,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092029,NA,3.122,0,0,1.472,0,0,74.876,4.386
ENSMUSG00000092031,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092032,Vmn2r59,0,0,0,0,0,0,1,2
ENSMUSG00000092035,Peg10,466,620,271,229,119,111,225,131
ENSMUSG00000092036,Gm2244,0,0,0,0,0,0,0,1
ENSMUSG00000092039,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092040,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092042,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092043,Esp6,0,0,0,0,0,0,0,0
ENSMUSG00000092045,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092047,Gm17631,0,0,0,0,0,0,0,0
ENSMUSG00000092048,Vmn2r85,0,0,0,0,1,0,0,0
ENSMUSG00000092049,Vmn2r4,0,0,5,0,0,0,0,0
ENSMUSG00000092051,NA,0,0,40,0,0,2,0,1
ENSMUSG00000092054,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092055,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092056,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092060,Bend4,168.001,333,93,226,142,82,211,147
ENSMUSG00000092066,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092071,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092072,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092073,Gm6205,0,0,0,0,0,0,0,0
ENSMUSG00000092074,Dynlt1a,376.036,190.44,355.121,286.135,150.302,469.46799999999996,248.098,296.231
ENSMUSG00000092075,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092077,Olfr101,0,0,0,0,0,0,0,0
ENSMUSG00000092080,Vmn2r16,0,0,0,0,0,0,0,0
ENSMUSG00000092083,Kcnb2,0,0,0,0,0,0,0,0
ENSMUSG00000092085,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092086,NA,0,0,0,42.02,0,0,0,4.873
ENSMUSG00000092090,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092092,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092093,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092094,Zfp804b,0,0,0,0,0,0,0,0
ENSMUSG00000092097,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092103,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092107,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092109,Gm9376,0,0,0,0,0,0,0,0
ENSMUSG00000092111,Vmn2r113,4,0,0,17,0,0,17,6
ENSMUSG00000092116,Gm10320,0,0,0,0,1,0,0,0
ENSMUSG00000092118,Fancf,37,0,69,157,32,49,35,69
ENSMUSG00000092120,Vmn2r90,0,0,0,0,0,0,0,0
ENSMUSG00000092123,Gm17581,0,0,0,0,0,0,0,0
ENSMUSG00000092124,B930094E09Rik,0,9,0,0,0,93,11,13
ENSMUSG00000092125,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092130,NA,0,3,0,0,0,0,0,3
ENSMUSG00000092131,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092134,NA,5,0,0,0,0,0,0,0
ENSMUSG00000092142,Gm6482,0,0,0,0,0,0,0,0
ENSMUSG00000092144,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092147,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092148,Gm8005,0,0,0,0,0,0,0,0
ENSMUSG00000092152,Gm17026,0,0,0,0,0,0,0,0
ENSMUSG00000092157,Gm17268,0,0,0,0,0,0,0,0
ENSMUSG00000092162,Vmn2r86,0,0,1,0,0,0,0,0
ENSMUSG00000092164,Rergl,0,0,0,0,0,0,0,0
ENSMUSG00000092165,Gm5624,0,0,0,0,0,0,0,0
ENSMUSG00000092166,Pramel45,0,0,0,0,0,2,0,0
ENSMUSG00000092167,Gm3696,17.237,0,0,0,0,0,0,0
ENSMUSG00000092168,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092171,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092172,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092173,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092175,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092176,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092178,NA,0,0,14.359,0,0,0,0,5.281
ENSMUSG00000092179,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092181,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092182,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092183,NA,23,66,9,0,0,0,0,7
ENSMUSG00000092184,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092185,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092186,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092187,NA,7,15,17,44,0,0,0,5
ENSMUSG00000092188,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092190,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092191,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092192,Dnaaf4,1,0,0,0,0,0,0,10
ENSMUSG00000092193,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092195,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092196,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092197,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092199,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092200,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092201,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092202,NA,0,0,0,0,0,0,12.13,0
ENSMUSG00000092203,NA,469.999,426,699,516.001,402,681,412,533
ENSMUSG00000092204,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092208,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092210,A930009A15Rik,86,0,38,17,29,0,205,0
ENSMUSG00000092211,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092212,NA,0,0,10,0,0,18,0,0
ENSMUSG00000092213,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092214,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092216,Gm19345,0,0,0,0,0,0,0,0
ENSMUSG00000092217,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092218,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092219,NA,14,0,0,0,0,0,0,0
ENSMUSG00000092220,NA,3,0,0,0,0,0,13,5
ENSMUSG00000092221,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092223,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092224,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092225,Gm2381,0,0,0,0,0,0,0,0
ENSMUSG00000092227,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092228,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092229,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092230,NA,0,0,0,26.191,0,0,0,0
ENSMUSG00000092231,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092232,Gm20521,0,44.349,0,0,0,0,0,6.979
ENSMUSG00000092233,Gm20403,0,0,0,0,0,0,0,0
ENSMUSG00000092237,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092238,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092239,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092240,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092241,NA,6,0,7,0,36,0,29,4
ENSMUSG00000092242,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092243,Gm7030,0,0,0,0,0,0,0,1.005
ENSMUSG00000092244,Esp34,0,0,0,0,0,0,0,0
ENSMUSG00000092245,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092246,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092247,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092248,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092250,NA,0,0,0,0,0,0,20,0
ENSMUSG00000092251,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092253,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092255,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092256,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092257,NA,1.003,3.746,2.011,3.967,0,1.003,0,0
ENSMUSG00000092258,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092259,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092260,Zfp963,102,0,72.745,78,77.918,0,4,103.033
ENSMUSG00000092261,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092263,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092264,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092265,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092266,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092268,NA,0,0,0,0,0,0,0,11
ENSMUSG00000092269,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092270,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092271,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092272,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092274,NA,19716.001,5674,14254,18780.001,6509,9344,49571.998999999996,6483.000000000001
ENSMUSG00000092275,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092276,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092277,Gm19684,0,0,1,0,0,0,0,0
ENSMUSG00000092278,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092281,NA,0,1.021,1.021,0,0,0,0,0
ENSMUSG00000092283,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092284,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092285,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092286,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092287,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092289,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092290,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092292,Olfr113,0,0,0,0,0,0,0,0
ENSMUSG00000092293,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092294,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092295,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092296,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092297,Vmn1r258,0,0,0,0,0,0,0,0
ENSMUSG00000092298,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092300,NA,6,0,9,0,0,17,0,8
ENSMUSG00000092301,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092303,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092304,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092305,Prps1l1,17,0,29,42,0,0,13,30
ENSMUSG00000092306,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092307,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092308,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092309,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092310,Gm20509,0,0,0,0,0,0,0,0
ENSMUSG00000092311,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092312,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092313,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092314,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092316,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092317,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092318,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092322,Esp36,0,0,0,0,0,0,0,0
ENSMUSG00000092323,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092325,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092326,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092328,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092330,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092331,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092332,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092335,Zfp977,0,0,4,0,0,0,0,4
ENSMUSG00000092336,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092338,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092339,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092340,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092341,NA,9191.58,6711.652,5513,10609,7608,6563,17744,7614
ENSMUSG00000092342,Esp31,0,0,0,0,0,0,0,0
ENSMUSG00000092343,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092344,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092345,Gm20503,0,53.321,0,0,0,0,0,0
ENSMUSG00000092346,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092349,Smim40,0,0,0,0,0,49,34,26
ENSMUSG00000092350,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092351,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092353,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092354,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092356,Gm20532,0,0,0,0,57.974,0,0,0
ENSMUSG00000092357,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092358,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092359,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092360,Gm20441,0,0,0,0,0,0,0,0
ENSMUSG00000092362,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092363,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092364,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092365,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092366,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092367,Gm20479,0,0,0,0,93.734,0,0,0
ENSMUSG00000092368,NA,25,0,15,0,0,0,40,36
ENSMUSG00000092369,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092370,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092371,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092372,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092373,NA,0,0,19,0,17,0,0,0
ENSMUSG00000092374,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092375,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092376,NA,1,0,0,1,1,0,0,1
ENSMUSG00000092377,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092381,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092382,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092383,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092384,NA,4,0,13,0,0,0,2,18
ENSMUSG00000092385,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092386,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092387,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092388,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092389,NA,3,0,0,0,0,0,0,0
ENSMUSG00000092390,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092392,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092393,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092394,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092395,NA,2,0,0,0,0,0,0,1
ENSMUSG00000092396,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092397,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092398,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092399,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092401,NA,0,0,0,0,0,0,0,0
ENSMUSG00000092402,NA,0,0,0,0,0,0,0,0
